Cara Pengadaan,Jenis Pengadaan,Kode RUP,Metode Pengadaan,Nama Instansi,Nama Paket,Nama Satuan Kerja,Produk Dalam Negeri,Sumber Dana,Tahun Anggaran,Total Nilai (Rp)
Penyedia,Barang,65376111,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"002190 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Paket meeting, penginapan, tiket, dan transport - Diseminasi Informasi melalui Media Luar Ruang",DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,46200000
Penyedia,Jasa Lainnya,62307230,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Iklan Layanan Masyarakat,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I TANGERANG,Ya,APBN,2026,100000000
Swakelola,-,42603911,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001644 - Belanja Jasa Profesi - Honor Narasumber Es. I atau yang disetarakan - Produksi Konten,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,39200000
Penyedia,Barang,66428637,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Perpanjangan Sewa Gedung Kantor Komisi Informasi Pusat,SEKRETARIAT KOMISI INFORMASI PUSAT,Ya,APBN,2026,7090160000
Swakelola,-,42280204,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Penghapusan Aset Negara Balai Monitor Spektrum Frekuensi Radio Kelas II Merauke,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II MERAUKE,Tidak,APBN,2026,9600000
Swakelola,-,42619036,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,019-Belanja Jasa Profesi-Honorarium Narasumber (Pejabat Eselon III)-Kegiatan Evaluasi Kinerja,MUSEUM PENERANGAN DI JAKARTA,Tidak,APBN,2026,1800000
Swakelola,-,42003416,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Biasa,BALAI BESAR PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA MEDAN,Tidak,APBN,2026,1115952000
Swakelola,-,42640909,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Kajian Strategi Perluasan Cakupan Layanan Broadband Melalui Skema Kerjasama dan Pembiayaan Inovatif,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Tidak,APBN,2026,4251480000
Penyedia,Barang,66444621,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan Kegiatan Pembahasan Substansi Moderasi Konten,DIREKTORAT JENDERAL PENGAWASAN RUANG DIGITAL,Ya,APBN,2026,31995000
Swakelola,-,41756367,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Perjalanan Dinas,BALAI BESAR PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA MAKASSAR,Tidak,APBN,2026,711737000
Swakelola,-,43024927,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Paket Meeting Luar Kota,SEKRETARIAT KOMISI INFORMASI PUSAT,Tidak,APBN,2026,22000000
Swakelola,-,43022548,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pelayanan Pelaporan Penyelenggaraan Pos,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,2092300000
Penyedia,Jasa Lainnya,66472009,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001984 - Belanja Jasa Lainnya - Publikasi Media Online Nasional - Diseminasi Informasi melalui Media Online dan Sosial,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,1344700000
Swakelola,-,42378572,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002255 - Belanja Honor Operasional Satuan Kerja - Staf Pengelola Keuangan (SET),DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,97200000
Swakelola,-,43040408,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,23410000
Penyedia,Jasa Lainnya,66470674,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pemeliharaan Perangkat Radio Komunikasi (HT) TA 2026,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,823256000
Swakelola,-,43201749,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Fasilitasi dan Kerjasama terkait regulasi kebijakan SKKL (DITAKSEL),DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Tidak,APBN,2026,361347000
Swakelola,-,42829171,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Penghapusan Barang Inventaris,LOKA MONITOR SPEKTRUM FREKUENSI RADIO AMBON,Tidak,APBN,2026,576000
Swakelola,-,42884842,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Fasilitasi Promosi dan Informasi Ekosistem Gim Lokal,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,1259385000
Penyedia,Barang,66721475,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan  (Belanja ATK dan Habis Pakai Evaluasi),BALAI BESAR PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA MEDAN,Ya,APBN,2026,1298000
Penyedia,Jasa Lainnya,66473176,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,PERAWATAN/PEMELIHARAAN KENDARAAN BERMOTOR RODA 4/6 DI LINGKUNGAN SEKRETARIAT JENDRAL KOMDIGI,SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,5465830000
Penyedia,Jasa Konsultansi,65846763,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Jasa Konsultan Hukum Perorangan KPI Pusat untuk Tahun Anggaran 2026,KOMISI PENYIARAN INDONESIA,Ya,APBN,2026,96000000
Penyedia,Jasa Lainnya,66437584,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pemeliharaan dan Support Aplikasi,DIREKTORAT JENDERAL PENGAWASAN RUANG DIGITAL,Ya,APBN,2026,1250000000
Penyedia,Barang,64515526,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002303 - Belanja Pemeliharaan Peralatan dan Mesin - Bahan Bakar Kendaraan Dinas Roda 4 (SET),DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,960000000
Penyedia,Barang,66870039,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,PENGADAAN INFRASTRUKTUR JARINGAN INTERNET LANTAI 22 DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL TA 2026,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Ya,APBN,2026,1550000000
Penyedia,Jasa Konsultansi,66112886,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengukuran Indeks Dampak Kebijakan di lingkungan Direktorat Jenderal Ekosistem Digital Bidang Ekosistem Digital,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Ya,APBN,2026,97500000
Swakelola,-,41889391,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001866 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota - Uang Harian Fullboard - Forum Tatap Muka,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,19500000
Penyedia,Barang,66746034,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan Penerapan (Use Case) Teknologi Digital pada Kota Cerdas,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,42095000
Penyedia,Jasa Lainnya,62113655,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL," Langganan Jaringan Internet Kantor dan Perangkat SMFR Transportable Balmon Palu",BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II PALU,Ya,APBN,2026,266400000
Swakelola,-,42972188,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pembiayaan Penilaian Pengendalian Internal Atas Pelaporan Keuangan di Lingkungan KemKomdigi,SEKRETARIAT JENDERAL KOMDIGI,Tidak,APBN,2026,130680000
Penyedia,Barang,66445947,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Modal Peralatan dan Mesin,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Ya,APBN,2026,210000000
Swakelola,-,41712799,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Penertiban Frekuensi Radio Dan Standar Perangkat Pos Dan Informatika Luar Kota Transportasi Laut/Sungai Wilayah Kepulauan,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II BATAM,Tidak,APBN,2026,39350000
Swakelola,-,42304106,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,051.0B.000009-Belanja Perjalanan Dinas Biasa-Kegiatan Peningkatan Kompetensi Pegawai-Peningkatan Layanan Permuseuman,MONUMEN PERS NASIONAL SURAKARTA,Tidak,APBN,2026,20000000
Swakelola,-,43139395,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pelaksanaan Traning of Trainers,BADAN PENGEMBANGAN SUMBER DAYA MANUSIA KOMUNIKASI DAN DIGITAL,Tidak,APBN,2026,57024000
Penyedia,Jasa Lainnya,64664650,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Jasa Outsourcing Balmon SFR Kelas I Samarinda,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I SAMARINDA,Ya,APBN,2026,1939919000
Penyedia,Jasa Lainnya,66397902,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Jasa Lainnya Pelatihan Pandu Literasi Digital Segmen Pendidikan dan Difabel,BADAN PENGEMBANGAN SUMBER DAYA MANUSIA KOMUNIKASI DAN DIGITAL,Ya,APBN,2026,45000000
Penyedia,Jasa Lainnya,66098123,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,General Check UP Pegawai,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Ya,APBN,2026,1740800000
Penyedia,Jasa Lainnya,66746043,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Paket Perjalanan Dinas Smart City Business Matchmaking dan Forum Smart City,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,181400000
Penyedia,Barang,66127229,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Jasa Lainnya,SEKRETARIAT KOMISI INFORMASI PUSAT,Ya,APBN,2026,3750000
Swakelola,-,42378541,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002243 - Belanja Honor Operasional Satuan Kerja - Penyusunan laporan SAK (SET),DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,108000000
Penyedia,Barang,66183884,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pertemuan Jamuan Delegasi/misi/tamu Eselon III,DIREKTORAT JENDERAL PENGAWASAN RUANG DIGITAL,Ya,APBN,2026,222000000
Penyedia,Barang,62386865,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sewa Mobil Setingkat Es II,SEKRETARIAT KOMISI INFORMASI PUSAT,Ya,APBN,2026,1272000000
Penyedia,Barang,66183886,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengembangan Kompetensi SDM,DIREKTORAT JENDERAL PENGAWASAN RUANG DIGITAL,Ya,APBN,2026,607318000
Penyedia,Jasa Lainnya,65116159,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,118-Belanja Pemeliharaan Peralatan dan Mesin-Pekerjaan Penggantian Lampu,MUSEUM PENERANGAN DI JAKARTA,Ya,APBN,2026,11700000
Penyedia,Jasa Lainnya,66495609,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"Tenaga Honorarium Ajudan, Pamwal, Voorijder Menteri dan Wamen Komdigi ",SEKRETARIAT JENDERAL KOMDIGI,Ya,APBN,2026,1071360000
Swakelola,-,43199422,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,PERSIAPAN PELATIHAN DLA,BADAN PENGEMBANGAN SUMBER DAYA MANUSIA KOMUNIKASI DAN DIGITAL,Tidak,APBN,2026,5280000
Penyedia,Jasa Lainnya,62089298,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sewa Lokasi Penempatan SMFR Transportable di Tanjung Pandan,LOKA MONITOR SPEKTRUM FREKUENSI RADIO PANGKAL PINANG,Ya,APBN,2026,39000000
Swakelola,-,43203110,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Koordinasi Dengan Stakeholder Dalam Rangka Penyelenggara Jaringan Bergerak Seluler Dalam Penggelaran Jaringan 5G (DITAKSEL),DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Tidak,APBN,2026,501030000
Swakelola,-,42720364,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002352 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Uang Harian - Koordinasi Penyusunan Narasi,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,371520000
Penyedia,Barang,66425765,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Barang Non Operasional Lainnya,SEKRETARIAT KOMISI INFORMASI PUSAT,Ya,APBN,2026,3240000
Penyedia,Jasa Lainnya,66180694,Tender,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengembangan dan implementasi fitur SPPT-TI,DIREKTORAT JENDERAL TEKNOLOGI PEMERINTAH DIGITAL,Ya,APBN,2026,596280000
Swakelola,-,41540007,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,PEMELIHARAAN KENDARAAN BERMOTOR RODA 4,LOKA MONITOR SPEKTRUM FREKUENSI RADIO MAMUJU,Tidak,APBN,2026,223780000
Penyedia,Barang,66872373,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Monitor Portable LED Dit. Prestasi,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Tidak,APBN,2026,2500000
Penyedia,Barang,62779647,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan Monev Kegiatan Sertifikasi/Pelatihan,BALAI BESAR PENGEMBANGAN SDM DAN PENELITIAN KOMUNIKASI DAN INFORMATIKA MAKASSAR,Ya,APBN,2026,140000
Swakelola,-,41997173,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Ujian Amatir Radio (UNAR),LOKA MONITOR SPEKTRUM FREKUENSI RADIO TERNATE,Tidak,APBN,2026,32610000
Swakelola,-,42682527,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001295 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Uang Harian - Bimtek Satgas Medsos dan Workshop SKPD,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,24640000
Swakelola,-,42867900,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001919 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Uang Harian,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,9000000
Penyedia,Barang,64827744,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001191 - Belanja Perjalanan Dinas Dalam Kota - Transportasi - Pelaksanaan Sosialisasi dg Mitra Strategis,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,16150000
Penyedia,Jasa Konsultansi,66169432,Seleksi,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Jasa Konsultan Telaah Teknis Kelayakan Penyelenggaraan Penyiaran melalui Standar DVB-S2,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Ya,APBN,2026,1750700000
Swakelola,-,43042462,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,42300000
Penyedia,Jasa Lainnya,63300424,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Biaya paket meeting dalam kota - Pengelolaan Perbendaharaan dan Keuangan Itjen,INSPEKTORAT JENDERAL,Ya,APBN,2026,11970000
Penyedia,Jasa Lainnya,66397932,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Jasa Lainnya Pengembangan Konten Literasi Digital,BADAN PENGEMBANGAN SUMBER DAYA MANUSIA KOMUNIKASI DAN DIGITAL,Ya,APBN,2026,200000000
Swakelola,-,42368278,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"U24. Pemantauan, Pengukuran, dan Penanganan Gangguan Frekuensi Radio Luar Kota Transportasi Sungai/Laut Wilayah Sulawesi, Balmon Makassar",BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I MAKASSAR,Tidak,APBN,2026,30240000
Penyedia,Jasa Lainnya,65958219,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,1 Tenaga Kontrak Koordinator Umum dan Perlengkapan Bulan Maret s.d. Desember 2026,DIREKTORAT JENDERAL PENGAWASAN RUANG DIGITAL,Ya,APBN,2026,81000000
Swakelola,-,42815762,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengelolaan Pengadaan Barang dan Jasa,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,14035177000
Swakelola,-,41889164,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001028 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Uang Harian - Uji Kompetensi Jabatan Fungsional Bidang Penyiaran,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,19000000
Penyedia,Jasa Lainnya,65921982,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,2 PJLP SDM dan Organisasi  Bulan Januari dan Februari 2026,DIREKTORAT JENDERAL PENGAWASAN RUANG DIGITAL,Ya,APBN,2026,29227808
Penyedia,Jasa Lainnya,62606266,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan Jasa Layanan Internet di Lingkungan BPPTIK Tahun Anggaran 2026,BALAI PELATIHAN DAN PENGEMBANGAN TEKNOLOGI INFORMASI DAN KOMUNIKASI,Ya,APBN,2026,1455000000
Penyedia,Jasa Lainnya,66754343,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pekerjaan Sewa Lokasi Transportable  Singojuruh Banyuwangi,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I SURABAYA,Ya,APBN,2026,30000000
Swakelola,-,42867910,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,001920 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Uang Harian Paket Meeting,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Tidak,APBN,2026,6000000
Swakelola,-,43172599,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Kajian Pelaksanaan Fasilitasi Pemanfaatan Teknologi Digital Sektor Energi  ,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,283214000
Swakelola,-,41959494,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Barang Persediaan Pemeliharaan Peralatan dan Mesin ( Operasional Perkantoran dan Pimpinan ),BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I DENPASAR,Tidak,APBN,2026,16800000
Penyedia,Pekerjaan Konstruksi,66379309,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pemeliharaan Gedung & Bangunan BPT Komdigi,BALAI PELATIHAN DAN PENGEMBANGAN TEKNOLOGI INFORMASI DAN KOMUNIKASI,Ya,APBN,2026,1782059000
Swakelola,-,43042664,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,46706000
Penyedia,Jasa Konsultansi,65093322,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,000542 - Belanja Jasa Konsultan - Jasa Konsultan Sosialisasi Komunikasi Krisis Nasional - Pengelolaan Krisis Komunikasi Nasional,DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,40000000
Penyedia,Jasa Konsultansi,64946099,Penunjukan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Penyediaan Jasa Konsultansi Pemeliharaan Sistem Penomoran Penyiaran,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Ya,APBN,2026,200000000
Penyedia,Jasa Konsultansi,65560193,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Konsultan Penyusunan Dokumen RENSTRA,BALAI BESAR PENGUJIAN PERANGKAT TELEKOMUNIKASI DAN DIGITAL,Ya,APBN,2026,70000000
Penyedia,Jasa Lainnya,63184986,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002071 - Belanja Jasa Lainnya - Penayangan Dialog interaktif dan ILM di Media elektronik  (Radio dan TV) - Diseminasi Melalui Media Elektronik (TV/Radio),DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,2210287000
Swakelola,-,42562498,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pelaksanaan Kegiatan Penertiban Frekuensi Radio dan Standar Perangkat Pos dan Informatika Luar Kota Transportasi Darat,LOKA MONITOR SPEKTRUM FREKUENSI RADIO PANGKAL PINANG,Tidak,APBN,2026,44310000
Swakelola,-,43030320,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Paket Meeting Dalam Kota Bimtek Perizinan Berusaha dalam Rangka Kemudahan Berusaha dan Tata Kelola Penyelenggaraan Telekomunikasi,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,74650000
Penyedia,Jasa Lainnya,63184707,Dikecualikan,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"001807 - Belanja Perjalanan Dinas Paket Meeting Luar Kota - Penginapan - Rapat Pemetaan dan Identifikasi Isu terkait Pembangunan Desa, Koperasi, dan UMKM",DIREKTORAT JENDERAL KOMUNIKASI PUBLIK DAN MEDIA,Ya,APBN,2026,29400000
Penyedia,Barang,66425764,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan,SEKRETARIAT KOMISI INFORMASI PUSAT,Ya,APBN,2026,38018000
Swakelola,-,42304173,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,002.0A.000157-Belanja Honor Operasional Satuan Kerja-Honorarium Bendahara Pengeluaran-Operasional dan Pemeliharaan Kantor,MONUMEN PERS NASIONAL SURAKARTA,Tidak,APBN,2026,7920000
Swakelola,-,43031126,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Perjalanan Dinas Biasa Penanganan Perpanjangan Perizinan Penyiaran,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Tidak,APBN,2026,319200000
Penyedia,Jasa Lainnya,64213312,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sertifikasi ISO Kualitas Manajemen Sistem Informasi - LANID,DIREKTORAT JENDERAL INFRASTRUKTUR DIGITAL,Ya,APBN,2026,220898000
Penyedia,Barang,63565375,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,ADF Paper Scanner,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I SEMARANG,Ya,APBN,2026,15000000
Penyedia,Jasa Lainnya,65005587,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,PEMELIHARAAN PERANGKAT MONITORING SMFR TETAP/BERGERAK LOKA MONITOR SPEKTRUM FREKUENSI RADIO KENDARI,LOKA MONITOR SPEKTRUM FREKUENSI RADIO KENDARI,Ya,APBN,2026,30000000
Swakelola,-,43011447,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Operasional dan Pemeliharaan Kantor Balai Monitor  SFR Kelas II Jambi,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II JAMBI,Tidak,APBN,2026,1235691000
Swakelola,-,43007522,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Penyusunan Substansi Rancangan Peraturan,SEKRETARIAT JENDERAL KOMDIGI,Tidak,APBN,2026,71731000
Swakelola,-,41533317,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Operasional Perkantoran dan Pimpinan Balai Monitor Spektrum Frekuensi Radio Kelas II Jayapura,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II JAYAPURA,Tidak,APBN,2026,144440000
Penyedia,Barang,62490698,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Perbaikan Gedung,SEKRETARIAT DEWAN PERS,Ya,APBN,2026,300000000
Penyedia,Barang,64664214,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Pengadaan laptop,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II PALANGKARAYA,Ya,APBN,2026,250000000
Penyedia,Jasa Konsultansi,64949907,Penunjukan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Penyediaan Jasa Konsultansi Pendampingan Pelaksanaan Surveillance Sertifikasi ISO 37001:2016 Sistem Manajemen Anti Penyuapan/SMAP (Anti-Bribery Management System),DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Ya,APBN,2026,123000000
Swakelola,-,43137437,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,"Belanja Langganan Daya dan Jasa berupa Listrik, Telepon, dan Air pada Balai Monitor SFR Kelas II Merauke",BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS II MERAUKE,Tidak,APBN,2026,263400000
Penyedia,Barang,63296525,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Bahan - Pengelolaan Kepemerintahan Itjen,INSPEKTORAT JENDERAL,Ya,APBN,2026,46793000
Penyedia,Jasa Lainnya,66155483,Pengadaan Langsung,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Jasa Lainnya EO Sosialisasi Adopsi Teknologi Baru Green Tech di kawasan pertumbuhan Jawa Timur,DIREKTORAT JENDERAL EKOSISTEM DIGITAL,Ya,APBN,2026,200000000
Swakelola,-,41671784,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Belanja Barang untuk Bantuan Lainnya yang Memiliki Karakteristik Bantuan Pemerintah KTP2JB,SEKRETARIAT DEWAN PERS,Tidak,APBN,2026,1584000000
Swakelola,-,43134321,-,KEMENTERIAN KOMUNIKASI DAN DIGITAL,PENGUKURAN KUALITAS LAYANAN LUAR KOTA MAMUJU,LOKA MONITOR SPEKTRUM FREKUENSI RADIO MAMUJU,Tidak,APBN,2026,107800000
Penyedia,Jasa Lainnya,62158603,E-Purchasing,KEMENTERIAN KOMUNIKASI DAN DIGITAL,Sewa Akses SMFR,BALAI MONITOR SPEKTRUM FREKUENSI RADIO KELAS I DENPASAR,Ya,APBN,2026,279840000
